//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1050	1052	700	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Health (7 Days)
1060	1060	50	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Mana (1 Days)
1060	1061	150	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Scroll of Mana (3 Days)
1060	1062	350	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Mana (7 Days)
1070	1070	110	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Battle (1 Days)
1070	1071	330	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Scroll of Battle (3 Days)
1070	1072	770	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Battle (7 Days)
1080	1080	110	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Strength (1 Days)
1080	1081	330	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Scroll of Strength (3 Days)
1080	1082	770	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Strength (7 Days)
1090	1090	35	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Demon (1 Days)
1090	1091	105	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Demon (3 Days)
1090	1092	201	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Demon (7 Days)
1100	1100	35	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Spirit of Guardian (1 Days)
1100	1101	105	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Spirit of Guardian (3 Days)
1100	1102	201	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Spirit of Guardian (7 Days)
1110	1110	45	6762	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Unicorn (1 Days)
1110	1111	135	6762	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Unicorn (3 Days)
1110	1112	270	6762	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Unicorn (7 Days)
1120	1120	45	6763	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Lethal Wizard's Ring (1 Days)
1120	1121	135	6763	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Lethal Wizard's Ring (3 Days)
1120	1122	270	6763	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Lethal Wizard's Ring (7 Days)
1130	1130	75	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Panda Ring (1 Days)
1130	1131	225	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Panda Ring (3 Days)
1130	1132	525	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Panda Ring (7 Days)
1140	1140	100	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Panda (1 Days)
1140	1141	300	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Panda (3 Days)
1140	1142	700	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Panda (7 Days)
1150	1150	100	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Skeleton Transformation Ring (1 Days)
1150	1151	300	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Skeleton Transformation Ring (3 Days)
1150	1152	700	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Skeleton Transformation Ring (7 Days)
1160	1160	125	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Skeleton (1 Days)
1160	1161	375	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Skeleton (3 Days)
1160	1162	875	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Skeleton (7 Days)
1170	1170	100	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Devil Square Ticket (10 UN)
1170	1171	500	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Devil Square Ticket (50 UN)
1170	1172	1000	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Devil Square Ticket (100 UN)
1180	1180	100	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Blood Castle Ticket (10 UN)
1180	1181	500	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Blood Castle Ticket (50 UN)
1180	1182	1000	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Blood Castle Ticket (100 UN)
1190	1190	100	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Kalima Ticket (10 UN)
1190	1191	500	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Kalima Ticket (50 UN)
1190	1192	1000	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Kalima Ticket (100 UN)
1200	1200	100	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Illusion Temple Ticket (10 UN)
1200	1201	500	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Illusion Temple Ticket (50 UN)
1200	1202	1000	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Illusion Temple Ticket (100 UN)
1210	1210	35	6725	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Resurrection (1 UN)
1220	1220	35	6726	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Mobility (1 UN)
1230	1230	50	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Talisman of Luck (1 %)
1230	1231	150	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Talisman of Luck (5 %)
1230	1232	300	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Talisman of Luck (10 %)
1240	1240	100	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Chaos Assembly (1 UN)
1250	1250	100	6781	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Access Ticket to Doppelganger (10 UN)
1250	1251	500	6781	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Access Ticket to Doppelganger (50 UN)
1250	1252	1000	6781	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Access Ticket to Doppelganger (100 UN)
1260	1260	10	7862	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Spirit Map
1270	1270	100	6782	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Access Ticket to Varka (10 UN)
1270	1271	500	6782	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Access Ticket to Varka (50 UN)
1270	1272	1000	6782	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Access Ticket to Varka (100 UN)
1280	1280	20	7864	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Nixies Spirit Fragment
1290	1290	110	6761	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Max SD Boost Aura (1 Days)
1290	1291	330	6761	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Max SD Boost Aura (3 Days)
1290	1292	770	6761	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Max SD Boost Aura (7 Days)
1300	1300	100	6783	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Access Ticket to Varka 7 (10 UN)
1300	1301	500	6783	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Access Ticket to Varka 7 (50 UN)
1300	1302	1000	6783	0	0	0	0	0	0	0	0	255	255	255	255	255	100	0	// Access Ticket to Varka 7 (100 UN)
end
